PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV,year,month,day,time,station_number,station_latitude,station_longitude
100.0,15900,-50.7,-84.7,1,0.00,205,4,429.5,429.5,429.5,2016,12,03,00Z,4270,61.15,-45.43
98.0,16030,-50.9,-84.8,1,0.00,160,12,431.5,431.6,431.5,2016,12,03,00Z,4270,61.15,-45.43
95.0,16231,-51.3,-85.0,1,0.00,185,15,434.7,434.7,434.7,2016,12,03,00Z,4270,61.15,-45.43
90.0,16579,-51.9,-85.3,1,0.00,220,10,440.3,440.3,440.3,2016,12,03,00Z,4270,61.15,-45.43
70.0,18200,-54.7,-86.7,1,0.00,215,4,467.0,467.0,467.0,2016,12,03,00Z,4270,61.15,-45.43
69.0,18292,-54.8,-86.8,1,0.00,170,2,468.6,468.6,468.6,2016,12,03,00Z,4270,61.15,-45.43
59.7,19218,-56.3,-88.3,1,0.00,139,5,485.2,485.2,485.2,2016,12,03,00Z,4270,61.15,-45.43
50.0,20350,-55.1,-88.1,1,0.00,100,8,513.2,513.2,513.2,2016,12,03,00Z,4270,61.15,-45.43
48.0,20611,-55.0,-88.0,1,0.00,115,10,519.4,519.5,519.4,2016,12,03,00Z,4270,61.15,-45.43
45.5,20952,-54.9,-87.9,1,0.00,83,10,527.7,527.7,527.7,2016,12,03,00Z,4270,61.15,-45.43
42.0,21458,-56.6,-88.4,1,0.00,35,10,535.7,535.8,535.7,2016,12,03,00Z,4270,61.15,-45.43
41.0,21610,-57.1,-88.6,1,0.00,50,11,538.2,538.2,538.2,2016,12,03,00Z,4270,61.15,-45.43
39.0,21926,-58.1,-88.9,1,0.00,25,12,543.3,543.3,543.3,2016,12,03,00Z,4270,61.15,-45.43
37.0,22259,-59.2,-89.3,1,0.00,65,16,548.7,548.7,548.7,2016,12,03,00Z,4270,61.15,-45.43
36.9,22276,-59.3,-89.3,1,0.00,65,16,549.0,549.0,549.0,2016,12,03,00Z,4270,61.15,-45.43
36.0,22432,-59.0,-89.2,1,0.00,60,12,553.7,553.7,553.7,2016,12,03,00Z,4270,61.15,-45.43
35.0,22609,-58.6,-89.1,1,0.00,20,10,559.1,559.1,559.1,2016,12,03,00Z,4270,61.15,-45.43
32.0,23173,-57.4,-88.9,1,0.00,65,12,576.8,576.8,576.8,2016,12,03,00Z,4270,61.15,-45.43
31.0,23373,-57.0,-88.8,1,0.00,20,13,583.2,583.2,583.2,2016,12,03,00Z,4270,61.15,-45.43
30.3,23517,-56.7,-88.7,1,0.01,27,18,587.8,587.9,587.8,2016,12,03,00Z,4270,61.15,-45.43
30.0,23580,-56.7,-88.7,1,0.01,30,20,589.5,589.5,589.5,2016,12,03,00Z,4270,61.15,-45.43
29.0,23793,-56.9,-88.8,1,0.01,40,17,594.6,594.6,594.6,2016,12,03,00Z,4270,61.15,-45.43
28.0,24014,-57.2,-89.0,1,0.01,30,19,599.9,599.9,599.9,2016,12,03,00Z,4270,61.15,-45.43
27.0,24243,-57.4,-89.2,1,0.01,55,23,605.5,605.5,605.5,2016,12,03,00Z,4270,61.15,-45.43
26.0,24480,-57.7,-89.3,1,0.01,45,17,611.3,611.3,611.3,2016,12,03,00Z,4270,61.15,-45.43
25.0,24727,-58.0,-89.5,1,0.01,30,15,617.4,617.4,617.4,2016,12,03,00Z,4270,61.15,-45.43
23.0,25251,-58.5,-89.9,1,0.01,30,33,630.6,630.6,630.6,2016,12,03,00Z,4270,61.15,-45.43
20.0,26130,-59.5,-90.5,1,0.01,15,22,653.3,653.4,653.3,2016,12,03,00Z,4270,61.15,-45.43
17.2,27071,-60.3,-90.3,1,0.01,18,31,679.5,679.6,679.5,2016,12,03,00Z,4270,61.15,-45.43
16.0,27514,-61.9,-90.9,1,0.01,20,35,688.6,688.7,688.6,2016,12,03,00Z,4270,61.15,-45.43
14.0,28330,-64.8,-92.0,1,0.01,20,29,705.6,705.6,705.6,2016,12,03,00Z,4270,61.15,-45.43
12.0,29272,-68.1,-93.2,2,0.01,15,48,725.5,725.5,725.5,2016,12,03,00Z,4270,61.15,-45.43
11.9,29323,-68.3,-93.3,2,0.01,,,726.6,726.6,726.6,2016,12,03,00Z,4270,61.15,-45.43
1006.0,5,-14.9,-19.9,66,0.79,20,4,257.8,260.0,257.9,2016,12,03,12Z,4270,61.15,-45.43
1003.0,26,-10.3,-16.3,61,1.07,355,2,262.6,265.6,262.8,2016,12,03,12Z,4270,61.15,-45.43
1000.0,47,-8.9,-17.9,48,0.94,345,3,264.2,266.9,264.4,2016,12,03,12Z,4270,61.15,-45.43
998.0,63,-8.7,-17.7,48,0.96,348,3,264.6,267.4,264.8,2016,12,03,12Z,4270,61.15,-45.43
983.0,180,-8.3,-19.3,41,0.85,12,6,266.1,268.6,266.3,2016,12,03,12Z,4270,61.15,-45.43
956.0,397,-8.0,-21.8,32,0.71,55,10,268.6,270.6,268.7,2016,12,03,12Z,4270,61.15,-45.43
933.0,586,-7.8,-23.9,26,0.60,50,10,270.7,272.5,270.8,2016,12,03,12Z,4270,61.15,-45.43
925.0,653,-7.7,-24.7,24,0.56,35,8,271.4,273.1,271.5,2016,12,03,12Z,4270,61.15,-45.43
913.0,754,-7.5,-25.5,22,0.53,12,7,272.6,274.3,272.7,2016,12,03,12Z,4270,61.15,-45.43
908.0,797,-7.3,-25.3,22,0.54,2,7,273.3,275.0,273.4,2016,12,03,12Z,4270,61.15,-45.43
867.0,1155,-9.3,-20.3,40,0.88,280,5,274.8,277.5,275.0,2016,12,03,12Z,4270,61.15,-45.43
856.0,1254,-9.7,-23.7,31,0.66,257,4,275.4,277.5,275.5,2016,12,03,12Z,4270,61.15,-45.43
850.0,1308,-8.7,-30.7,15,0.35,245,4,277.0,278.1,277.1,2016,12,03,12Z,4270,61.15,-45.43
848.0,1326,-8.5,-30.5,15,0.36,246,4,277.4,278.6,277.5,2016,12,03,12Z,4270,61.15,-45.43
842.0,1381,-7.7,-23.7,26,0.68,247,5,278.8,280.9,278.9,2016,12,03,12Z,4270,61.15,-45.43
832.0,1474,-8.3,-20.3,37,0.92,250,5,279.1,282.0,279.3,2016,12,03,12Z,4270,61.15,-45.43
778.0,1992,-11.1,-31.1,17,0.37,265,9,281.5,282.7,281.6,2016,12,03,12Z,4270,61.15,-45.43
761.0,2161,-12.1,-25.5,32,0.63,270,10,282.2,284.2,282.3,2016,12,03,12Z,4270,61.15,-45.43
755.0,2221,-12.5,-23.5,39,0.77,271,10,282.4,284.9,282.6,2016,12,03,12Z,4270,61.15,-45.43
714.0,2645,-14.6,-27.8,32,0.55,280,13,284.7,286.5,284.8,2016,12,03,12Z,4270,61.15,-45.43
700.0,2795,-15.3,-29.3,29,0.49,265,14,285.5,287.1,285.6,2016,12,03,12Z,4270,61.15,-45.43
685.0,2959,-16.1,-30.1,29,0.46,273,13,286.4,287.9,286.5,2016,12,03,12Z,4270,61.15,-45.43
682.0,2992,-16.4,-29.9,30,0.47,275,13,286.4,288.0,286.5,2016,12,03,12Z,4270,61.15,-45.43
647.0,3386,-19.7,-27.7,49,0.61,256,15,287.0,289.0,287.1,2016,12,03,12Z,4270,61.15,-45.43
645.0,3409,-19.8,-28.2,47,0.58,255,15,287.1,289.0,287.2,2016,12,03,12Z,4270,61.15,-45.43
612.0,3798,-21.9,-36.9,24,0.27,253,17,289.1,290.0,289.1,2016,12,03,12Z,4270,61.15,-45.43
563.0,4408,-26.3,-39.3,28,0.23,249,21,290.9,291.7,290.9,2016,12,03,12Z,4270,61.15,-45.43
521.0,4965,-29.2,-46.8,17,0.11,245,25,293.9,294.3,293.9,2016,12,03,12Z,4270,61.15,-45.43
500.0,5260,-30.7,-50.7,12,0.07,240,34,295.6,295.8,295.6,2016,12,03,12Z,4270,61.15,-45.43
497.0,5303,-30.9,-54.9,8,0.04,239,34,295.8,296.0,295.8,2016,12,03,12Z,4270,61.15,-45.43
481.0,5532,-32.3,-53.1,11,0.06,235,37,296.9,297.1,296.9,2016,12,03,12Z,4270,61.15,-45.43
444.0,6092,-35.7,-48.7,25,0.10,242,47,299.4,299.8,299.5,2016,12,03,12Z,4270,61.15,-45.43
417.0,6525,-38.5,-60.5,8,0.03,247,54,301.3,301.4,301.3,2016,12,03,12Z,4270,61.15,-45.43
413.0,6591,-37.9,-63.9,5,0.02,247,55,302.9,302.9,302.9,2016,12,03,12Z,4270,61.15,-45.43
400.0,6810,-38.7,-57.7,12,0.04,250,59,304.6,304.8,304.6,2016,12,03,12Z,4270,61.15,-45.43
391.0,6965,-40.0,-55.3,18,0.05,255,65,304.9,305.1,304.9,2016,12,03,12Z,4270,61.15,-45.43
369.0,7358,-43.3,-49.3,51,0.12,249,66,305.6,306.0,305.6,2016,12,03,12Z,4270,61.15,-45.43
367.0,7395,-43.5,-50.5,46,0.10,249,66,305.8,306.2,305.8,2016,12,03,12Z,4270,61.15,-45.43
319.0,8327,-48.2,-61.7,19,0.03,235,69,311.8,311.9,311.8,2016,12,03,12Z,4270,61.15,-45.43
316.0,8390,-48.5,-62.5,18,0.03,235,69,312.2,312.3,312.2,2016,12,03,12Z,4270,61.15,-45.43
300.0,8730,-50.7,-61.7,26,0.03,235,69,313.8,313.9,313.8,2016,12,03,12Z,4270,61.15,-45.43
285.0,9062,-52.5,-63.5,25,0.03,225,72,315.9,316.0,315.9,2016,12,03,12Z,4270,61.15,-45.43
283.0,9108,-52.7,-63.7,25,0.03,225,71,316.2,316.3,316.2,2016,12,03,12Z,4270,61.15,-45.43
266.0,9508,-51.3,-82.3,1,0.00,233,51,323.9,323.9,323.9,2016,12,03,12Z,4270,61.15,-45.43
263.0,9582,-51.4,-81.6,2,0.00,235,47,324.8,324.8,324.8,2016,12,03,12Z,4270,61.15,-45.43
250.0,9910,-51.7,-78.7,3,0.00,230,43,329.1,329.1,329.1,2016,12,03,12Z,4270,61.15,-45.43
237.0,10259,-51.3,-79.5,2,0.00,210,43,334.7,334.7,334.7,2016,12,03,12Z,4270,61.15,-45.43
221.0,10717,-50.8,-80.6,2,0.00,215,32,342.2,342.2,342.2,2016,12,03,12Z,4270,61.15,-45.43
202.0,11305,-50.2,-82.0,1,0.00,210,36,352.2,352.2,352.2,2016,12,03,12Z,4270,61.15,-45.43
200.0,11370,-50.1,-82.1,1,0.00,210,36,353.3,353.3,353.3,2016,12,03,12Z,4270,61.15,-45.43
173.0,12318,-48.3,-82.3,1,0.00,227,28,371.2,371.2,371.2,2016,12,03,12Z,4270,61.15,-45.43
168.0,12509,-48.6,-82.6,1,0.00,230,26,373.8,373.8,373.8,2016,12,03,12Z,4270,61.15,-45.43
150.0,13250,-49.9,-83.9,1,0.00,220,20,383.9,383.9,383.9,2016,12,03,12Z,4270,61.15,-45.43
143.0,13560,-50.1,-84.1,1,0.00,210,23,388.8,388.8,388.8,2016,12,03,12Z,4270,61.15,-45.43
139.0,13744,-50.3,-84.3,1,0.00,225,18,391.7,391.7,391.7,2016,12,03,12Z,4270,61.15,-45.43
135.0,13933,-50.4,-84.4,1,0.00,210,16,394.7,394.7,394.7,2016,12,03,12Z,4270,61.15,-45.43
132.0,14079,-50.5,-84.5,1,0.00,230,17,397.0,397.1,397.0,2016,12,03,12Z,4270,61.15,-45.43
122.0,14590,-50.9,-84.9,1,0.00,200,14,405.4,405.4,405.4,2016,12,03,12Z,4270,61.15,-45.43
120.0,14697,-51.0,-85.0,1,0.00,180,20,407.1,407.1,407.1,2016,12,03,12Z,4270,61.15,-45.43
112.0,15145,-51.3,-85.3,1,0.00,175,20,414.6,414.6,414.6,2016,12,03,12Z,4270,61.15,-45.43
100.0,15880,-51.9,-85.9,1,0.00,215,22,427.2,427.2,427.2,2016,12,03,12Z,4270,61.15,-45.43
95.0,16211,-52.2,-86.0,1,0.00,230,16,432.9,432.9,432.9,2016,12,03,12Z,4270,61.15,-45.43
91.0,16488,-52.4,-86.2,1,0.00,165,3,437.8,437.8,437.8,2016,12,03,12Z,4270,61.15,-45.43
89.0,16631,-52.5,-86.2,1,0.00,175,10,440.3,440.3,440.3,2016,12,03,12Z,4270,61.15,-45.43
86.0,16853,-52.8,-86.3,1,0.00,200,15,444.3,444.3,444.3,2016,12,03,12Z,4270,61.15,-45.43
82.0,17160,-53.0,-86.5,1,0.00,225,10,449.8,449.8,449.8,2016,12,03,12Z,4270,61.15,-45.43
80.0,17319,-53.1,-86.5,1,0.00,170,2,452.7,452.7,452.7,2016,12,03,12Z,4270,61.15,-45.43
70.0,18180,-53.9,-86.9,1,0.00,255,4,468.7,468.7,468.7,2016,12,03,12Z,4270,61.15,-45.43
50.0,20330,-55.3,-88.3,1,0.00,85,10,512.7,512.8,512.7,2016,12,03,12Z,4270,61.15,-45.43
49.0,20458,-55.4,-88.3,1,0.00,95,12,515.4,515.5,515.5,2016,12,03,12Z,4270,61.15,-45.43
46.0,20859,-55.7,-88.4,1,0.00,0,0,524.1,524.1,524.1,2016,12,03,12Z,4270,61.15,-45.43
40.0,21745,-56.4,-88.6,1,0.00,10,12,543.6,543.7,543.6,2016,12,03,12Z,4270,61.15,-45.43
38.0,22071,-56.7,-88.6,1,0.00,50,10,551.0,551.0,551.0,2016,12,03,12Z,4270,61.15,-45.43
36.0,22414,-57.0,-88.7,1,0.00,20,10,558.9,558.9,558.9,2016,12,03,12Z,4270,61.15,-45.43
35.0,22592,-57.1,-88.7,1,0.00,50,14,563.0,563.0,563.0,2016,12,03,12Z,4270,61.15,-45.43
33.0,22965,-57.4,-88.8,1,0.00,20,16,571.8,571.8,571.8,2016,12,03,12Z,4270,61.15,-45.43
32.0,23161,-57.6,-88.8,1,0.00,10,15,576.4,576.4,576.4,2016,12,03,12Z,4270,61.15,-45.43
31.0,23362,-57.7,-88.9,1,0.00,40,12,581.2,581.2,581.2,2016,12,03,12Z,4270,61.15,-45.43
30.0,23570,-57.9,-88.9,1,0.00,40,12,586.2,586.2,586.2,2016,12,03,12Z,4270,61.15,-45.43
29.0,23783,-57.9,-89.1,1,0.00,55,14,591.9,592.0,591.9,2016,12,03,12Z,4270,61.15,-45.43
28.0,24004,-57.9,-89.2,1,0.00,35,17,597.9,597.9,597.9,2016,12,03,12Z,4270,61.15,-45.43
27.0,24232,-57.9,-89.4,1,0.00,40,19,604.1,604.2,604.1,2016,12,03,12Z,4270,61.15,-45.43
25.0,24716,-57.9,-89.8,1,0.00,25,22,617.5,617.6,617.6,2016,12,03,12Z,4270,61.15,-45.43
24.7,24792,-57.9,-89.9,1,0.00,31,21,619.7,619.7,619.7,2016,12,03,12Z,4270,61.15,-45.43
24.0,24971,-58.3,-90.0,1,0.01,45,20,623.7,623.7,623.7,2016,12,03,12Z,4270,61.15,-45.43
22.0,25515,-59.4,-90.3,1,0.01,50,16,636.0,636.0,636.0,2016,12,03,12Z,4270,61.15,-45.43
20.0,26110,-60.7,-90.7,1,0.01,20,25,649.6,649.7,649.6,2016,12,03,12Z,4270,61.15,-45.43
19.0,26428,-61.2,-90.8,1,0.01,15,27,657.8,657.9,657.8,2016,12,03,12Z,4270,61.15,-45.43
17.0,27117,-62.2,-90.9,1,0.01,35,31,675.9,675.9,675.9,2016,12,03,12Z,4270,61.15,-45.43
15.3,27770,-63.1,-91.1,1,0.01,27,45,693.4,693.5,693.4,2016,12,03,12Z,4270,61.15,-45.43
14.0,28305,-65.6,-92.0,1,0.01,20,57,702.8,702.9,702.8,2016,12,03,12Z,4270,61.15,-45.43
13.0,28752,-67.6,-92.7,2,0.01,5,49,710.7,710.8,710.7,2016,12,03,12Z,4270,61.15,-45.43
11.0,29759,-72.3,-94.3,2,0.00,25,41,728.6,728.6,728.6,2016,12,03,12Z,4270,61.15,-45.43
10.0,30320,-72.7,-94.7,2,0.00,10,65,747.2,747.3,747.2,2016,12,03,12Z,4270,61.15,-45.43
9.0,30934,-74.3,-95.7,3,0.00,15,66,764.0,764.0,764.0,2016,12,03,12Z,4270,61.15,-45.43
8.7,31131,-74.8,-96.0,3,0.00,15,66,769.4,769.5,769.4,2016,12,03,12Z,4270,61.15,-45.43
8.3,31406,-75.5,-96.5,3,0.00,15,65,777.0,777.1,777.0,2016,12,03,12Z,4270,61.15,-45.43
8.0,31619,-75.3,-96.5,3,0.00,15,65,785.9,785.9,785.9,2016,12,03,12Z,4270,61.15,-45.43
7.0,32394,-74.8,-96.4,2,0.01,0,45,818.7,818.8,818.7,2016,12,03,12Z,4270,61.15,-45.43
6.2,33098,-74.3,-96.3,2,0.01,12,54,849.7,849.8,849.7,2016,12,03,12Z,4270,61.15,-45.43
6.0,,,,,,15,56,,,,2016,12,03,12Z,4270,61.15,-45.43
1000.0,5,-12.1,-17.0,67,1.02,0,0,261.1,263.9,261.2,2016,12,04,00Z,4270,61.15,-45.43
998.0,20,-9.3,-17.3,52,0.99,1,0,264.0,266.8,264.2,2016,12,04,00Z,4270,61.15,-45.43
990.0,82,-8.3,-17.3,48,1.00,6,1,265.6,268.5,265.8,2016,12,04,00Z,4270,61.15,-45.43
986.0,114,-8.5,-18.5,44,0.91,9,2,265.7,268.3,265.9,2016,12,04,00Z,4270,61.15,-45.43
960.0,321,-4.9,-19.9,30,0.83,26,5,271.4,273.9,271.5,2016,12,04,00Z,4270,61.15,-45.43
940.0,486,-5.3,-19.3,32,0.89,40,8,272.6,275.3,272.8,2016,12,04,00Z,4270,61.15,-45.43
925.0,612,-3.5,-20.5,26,0.81,50,10,275.7,278.2,275.9,2016,12,04,00Z,4270,61.15,-45.43
922.0,638,-2.8,-21.0,23,0.78,55,11,276.7,279.1,276.9,2016,12,04,00Z,4270,61.15,-45.43
920.0,655,-2.3,-21.3,22,0.76,54,12,277.4,279.7,277.5,2016,12,04,00Z,4270,61.15,-45.43
903.0,802,-2.5,-22.2,20,0.72,45,17,278.7,280.9,278.8,2016,12,04,00Z,4270,61.15,-45.43
863.0,1160,-3.0,-24.4,17,0.62,70,6,281.8,283.8,281.9,2016,12,04,00Z,4270,61.15,-45.43
850.0,1280,-3.1,-25.1,16,0.59,85,7,282.9,284.8,283.0,2016,12,04,00Z,4270,61.15,-45.43
843.0,1345,-3.5,-25.5,16,0.57,85,9,283.1,285.0,283.2,2016,12,04,00Z,4270,61.15,-45.43
823.0,1533,-4.8,-25.6,18,0.58,85,14,283.6,285.5,283.8,2016,12,04,00Z,4270,61.15,-45.43
781.0,1943,-7.8,-25.8,22,0.60,70,12,284.8,286.7,284.9,2016,12,04,00Z,4270,61.15,-45.43
766.0,2095,-8.9,-25.9,24,0.61,86,11,285.2,287.1,285.3,2016,12,04,00Z,4270,61.15,-45.43
744.0,2319,-10.1,-28.5,21,0.49,110,10,286.3,287.9,286.4,2016,12,04,00Z,4270,61.15,-45.43
711.0,2668,-11.9,-32.6,16,0.35,120,12,288.0,289.2,288.1,2016,12,04,00Z,4270,61.15,-45.43
707.0,2712,-12.1,-33.1,16,0.33,125,11,288.2,289.4,288.3,2016,12,04,00Z,4270,61.15,-45.43
700.0,2788,-12.3,-34.3,14,0.30,135,10,288.8,289.9,288.9,2016,12,04,00Z,4270,61.15,-45.43
690.0,2896,-12.9,-35.4,13,0.27,150,10,289.4,290.3,289.4,2016,12,04,00Z,4270,61.15,-45.43
663.0,3196,-14.4,-38.5,11,0.21,150,10,291.0,291.7,291.0,2016,12,04,00Z,4270,61.15,-45.43
542.0,4708,-22.3,-54.3,4,0.04,182,33,298.8,299.0,298.8,2016,12,04,00Z,4270,61.15,-45.43
534.0,4817,-22.3,-50.3,6,0.07,185,35,300.1,300.4,300.1,2016,12,04,00Z,4270,61.15,-45.43
532.0,4845,-22.3,-34.3,33,0.40,185,35,300.4,301.8,300.5,2016,12,04,00Z,4270,61.15,-45.43
517.0,5055,-23.1,-23.8,94,1.09,190,39,301.9,305.5,302.1,2016,12,04,00Z,4270,61.15,-45.43
516.0,5069,-23.2,-24.0,93,1.08,190,39,302.0,305.6,302.2,2016,12,04,00Z,4270,61.15,-45.43
500.0,5300,-24.5,-26.5,83,0.88,190,42,303.1,306.1,303.3,2016,12,04,00Z,4270,61.15,-45.43
452.0,6029,-29.1,-33.2,68,0.52,182,47,306.2,308.0,306.3,2016,12,04,00Z,4270,61.15,-45.43
439.0,6235,-30.9,-34.9,68,0.45,180,48,306.5,308.1,306.6,2016,12,04,00Z,4270,61.15,-45.43
400.0,6890,-36.7,-40.4,68,0.28,185,43,307.2,308.2,307.3,2016,12,04,00Z,4270,61.15,-45.43
387.0,7117,-38.9,-43.0,65,0.22,183,43,307.2,308.1,307.3,2016,12,04,00Z,4270,61.15,-45.43
380.0,7241,-40.1,-43.8,68,0.21,181,44,307.3,308.0,307.3,2016,12,04,00Z,4270,61.15,-45.43
374.0,7350,-40.8,-42.9,80,0.23,180,44,307.8,308.6,307.8,2016,12,04,00Z,4270,61.15,-45.43
373.0,7368,-40.9,-42.7,83,0.24,180,44,307.8,308.7,307.9,2016,12,04,00Z,4270,61.15,-45.43
341.0,7970,-45.1,-52.1,45,0.09,182,56,310.1,310.5,310.1,2016,12,04,00Z,4270,61.15,-45.43
312.0,8556,-49.9,-52.2,77,0.10,184,68,311.4,311.8,311.4,2016,12,04,00Z,4270,61.15,-45.43
301.0,8788,-51.9,-55.9,62,0.07,185,73,311.8,312.0,311.8,2016,12,04,00Z,4270,61.15,-45.43
300.0,8810,-52.1,-56.2,61,0.06,185,73,311.8,312.1,311.8,2016,12,04,00Z,4270,61.15,-45.43
273.0,9413,-57.1,-60.3,67,0.04,185,57,313.1,313.2,313.1,2016,12,04,00Z,4270,61.15,-45.43
264.0,9625,-56.7,-60.3,64,0.04,189,57,316.7,316.9,316.7,2016,12,04,00Z,4270,61.15,-45.43
261.0,9697,-56.5,-63.5,41,0.03,190,57,318.0,318.1,318.0,2016,12,04,00Z,4270,61.15,-45.43
259.0,9746,-56.7,-61.4,55,0.04,191,57,318.4,318.6,318.4,2016,12,04,00Z,4270,61.15,-45.43
255.0,9844,-56.1,-71.1,14,0.01,193,57,320.7,320.8,320.7,2016,12,04,00Z,4270,61.15,-45.43
250.0,9970,-55.7,-73.7,9,0.01,195,57,323.1,323.2,323.1,2016,12,04,00Z,4270,61.15,-45.43
249.0,9996,-55.1,-74.1,8,0.01,195,56,324.4,324.4,324.4,2016,12,04,00Z,4270,61.15,-45.43
244.0,10125,-54.3,-65.3,25,0.02,198,54,327.5,327.6,327.5,2016,12,04,00Z,4270,61.15,-45.43
231.0,10476,-53.7,-78.7,3,0.00,204,46,333.6,333.6,333.6,2016,12,04,00Z,4270,61.15,-45.43
230.0,10503,-53.9,-78.1,4,0.00,205,45,333.7,333.7,333.7,2016,12,04,00Z,4270,61.15,-45.43
222.0,10730,-55.5,-73.5,9,0.01,205,42,334.6,334.6,334.6,2016,12,04,00Z,4270,61.15,-45.43
200.0,11400,-51.3,-81.3,2,0.00,205,32,351.4,351.4,351.4,2016,12,04,00Z,4270,61.15,-45.43
197.0,11498,-50.8,-81.1,2,0.00,200,29,353.7,353.7,353.7,2016,12,04,00Z,4270,61.15,-45.43
189.0,11769,-49.5,-80.5,1,0.00,196,28,360.0,360.0,360.0,2016,12,04,00Z,4270,61.15,-45.43
170.0,12462,-49.5,-81.0,1,0.00,185,27,371.1,371.1,371.1,2016,12,04,00Z,4270,61.15,-45.43
156.0,13024,-49.5,-81.5,1,0.00,192,26,380.3,380.3,380.3,2016,12,04,00Z,4270,61.15,-45.43
151.0,13237,-50.2,-82.2,1,0.00,195,25,382.7,382.7,382.7,2016,12,04,00Z,4270,61.15,-45.43
150.0,13280,-50.3,-82.3,1,0.00,195,27,383.2,383.2,383.2,2016,12,04,00Z,4270,61.15,-45.43
143.0,13589,-50.6,-82.5,1,0.00,215,26,387.9,387.9,387.9,2016,12,04,00Z,4270,61.15,-45.43
128.0,14305,-51.4,-83.0,1,0.00,200,19,399.0,399.0,399.0,2016,12,04,00Z,4270,61.15,-45.43
126.0,14407,-51.5,-83.1,1,0.00,190,22,400.6,400.6,400.6,2016,12,04,00Z,4270,61.15,-45.43
115.0,14997,-52.1,-83.5,1,0.00,220,15,410.0,410.0,410.0,2016,12,04,00Z,4270,61.15,-45.43
108.0,15403,-52.6,-83.8,1,0.00,190,15,416.6,416.6,416.6,2016,12,04,00Z,4270,61.15,-45.43
100.0,15900,-53.1,-84.1,1,0.00,190,19,424.9,424.9,424.9,2016,12,04,00Z,4270,61.15,-45.43
93.0,16368,-53.3,-84.3,1,0.00,195,24,433.3,433.3,433.3,2016,12,04,00Z,4270,61.15,-45.43
89.0,16651,-53.5,-84.5,1,0.00,230,14,438.4,438.5,438.4,2016,12,04,00Z,4270,61.15,-45.43
79.0,17420,-53.9,-84.9,1,0.00,195,2,452.8,452.8,452.8,2016,12,04,00Z,4270,61.15,-45.43
75.0,17755,-54.1,-85.1,1,0.00,215,10,459.2,459.2,459.2,2016,12,04,00Z,4270,61.15,-45.43
74.0,17842,-54.1,-85.1,1,0.00,230,10,460.9,460.9,460.9,2016,12,04,00Z,4270,61.15,-45.43
70.0,18200,-54.3,-85.3,1,0.00,135,5,467.9,467.9,467.9,2016,12,04,00Z,4270,61.15,-45.43
65.0,18674,-54.4,-85.7,1,0.00,140,10,477.6,477.6,477.6,2016,12,04,00Z,4270,61.15,-45.43
64.0,18773,-54.5,-85.7,1,0.00,145,13,479.6,479.7,479.6,2016,12,04,00Z,4270,61.15,-45.43
62.0,18975,-54.5,-85.9,1,0.00,170,10,483.9,483.9,483.9,2016,12,04,00Z,4270,61.15,-45.43
54.0,19858,-54.8,-86.5,1,0.00,95,10,502.8,502.8,502.8,2016,12,04,00Z,4270,61.15,-45.43
51.0,20223,-54.9,-86.8,1,0.00,115,11,510.9,510.9,510.9,2016,12,04,00Z,4270,61.15,-45.43
50.0,20350,-54.9,-86.9,1,0.00,110,10,513.7,513.7,513.7,2016,12,04,00Z,4270,61.15,-45.43
42.0,21459,-55.9,-87.6,1,0.00,0,0,537.4,537.4,537.4,2016,12,04,00Z,4270,61.15,-45.43
37.0,22266,-56.7,-88.1,1,0.00,0,10,555.3,555.3,555.3,2016,12,04,00Z,4270,61.15,-45.43
35.0,22619,-57.0,-88.3,1,0.00,40,11,563.3,563.4,563.3,2016,12,04,00Z,4270,61.15,-45.43
34.0,22804,-57.2,-88.4,1,0.00,45,15,567.5,567.6,567.5,2016,12,04,00Z,4270,61.15,-45.43
33.0,22994,-57.3,-88.5,1,0.00,20,13,571.9,572.0,571.9,2016,12,04,00Z,4270,61.15,-45.43
32.0,23189,-57.5,-88.7,1,0.00,35,15,576.5,576.5,576.5,2016,12,04,00Z,4270,61.15,-45.43
30.0,23600,-57.9,-88.9,1,0.00,25,17,586.2,586.2,586.2,2016,12,04,00Z,4270,61.15,-45.43
28.0,24034,-57.9,-88.9,1,0.01,25,21,598.0,598.0,598.0,2016,12,04,00Z,4270,61.15,-45.43
25.0,24747,-57.8,-88.8,1,0.01,25,16,617.8,617.9,617.8,2016,12,04,00Z,4270,61.15,-45.43
23.0,25271,-57.8,-88.8,1,0.01,15,34,632.8,632.9,632.8,2016,12,04,00Z,4270,61.15,-45.43
22.0,25551,-57.8,-88.8,1,0.01,35,33,641.0,641.0,641.0,2016,12,04,00Z,4270,61.15,-45.43
20.0,26150,-57.7,-88.7,1,0.01,30,32,658.8,658.9,658.8,2016,12,04,00Z,4270,61.15,-45.43
19.8,26213,-57.7,-88.7,1,0.01,29,33,660.7,660.8,660.7,2016,12,04,00Z,4270,61.15,-45.43
18.0,26796,-59.6,-89.6,1,0.01,20,38,672.8,672.9,672.8,2016,12,04,00Z,4270,61.15,-45.43
17.0,27145,-60.8,-90.1,1,0.01,35,33,680.1,680.2,680.1,2016,12,04,00Z,4270,61.15,-45.43
14.0,28332,-64.8,-92.0,1,0.01,20,66,705.4,705.5,705.5,2016,12,04,00Z,4270,61.15,-45.43
