PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV,year,month,day,time,station_number,station_latitude,station_longitude
602.0,3960,-21.9,-49.8,6,0.07,190,18,290.5,290.8,290.5,2016,12,01,00Z,4270,61.15,-45.43
584.0,4183,-22.5,-51.6,5,0.06,180,24,292.3,292.5,292.3,2016,12,01,00Z,4270,61.15,-45.43
569.0,4375,-23.1,-53.1,5,0.05,185,24,293.8,293.9,293.8,2016,12,01,00Z,4270,61.15,-45.43
566.0,4414,-23.5,-53.5,5,0.05,186,24,293.7,293.9,293.7,2016,12,01,00Z,4270,61.15,-45.43
541.0,4741,-25.3,-51.5,7,0.06,195,24,295.4,295.6,295.4,2016,12,01,00Z,4270,61.15,-45.43
515.0,5098,-27.3,-49.3,10,0.08,195,27,297.2,297.5,297.2,2016,12,01,00Z,4270,61.15,-45.43
500.0,5310,-28.9,-34.9,56,0.40,195,29,297.7,299.1,297.8,2016,12,01,00Z,4270,61.15,-45.43
499.0,5324,-29.1,-34.1,62,0.43,195,29,297.7,299.2,297.8,2016,12,01,00Z,4270,61.15,-45.43
495.0,5381,-29.6,-34.8,60,0.40,195,30,297.8,299.2,297.9,2016,12,01,00Z,4270,61.15,-45.43
465.0,5825,-33.0,-40.4,48,0.24,180,25,298.9,299.7,298.9,2016,12,01,00Z,4270,61.15,-45.43
456.0,5964,-34.1,-42.1,44,0.21,181,25,299.2,299.9,299.2,2016,12,01,00Z,4270,61.15,-45.43
426.0,6437,-38.3,-42.5,65,0.21,185,23,299.7,300.5,299.8,2016,12,01,00Z,4270,61.15,-45.43
423.0,6487,-38.7,-42.5,67,0.21,185,24,299.8,300.6,299.8,2016,12,01,00Z,4270,61.15,-45.43
417.0,6585,-39.1,-40.8,84,0.26,185,26,300.5,301.4,300.6,2016,12,01,00Z,4270,61.15,-45.43
400.0,6870,-40.9,-46.9,52,0.14,185,33,301.8,302.3,301.8,2016,12,01,00Z,4270,61.15,-45.43
391.0,7024,-41.7,-51.7,33,0.08,185,36,302.7,303.0,302.7,2016,12,01,00Z,4270,61.15,-45.43
368.0,7433,-43.1,-59.1,16,0.04,187,46,306.1,306.2,306.1,2016,12,01,00Z,4270,61.15,-45.43
367.0,7451,-43.1,-59.1,16,0.04,187,46,306.3,306.5,306.4,2016,12,01,00Z,4270,61.15,-45.43
315.0,8466,-47.5,-67.3,9,0.01,190,69,313.9,314.0,313.9,2016,12,01,00Z,4270,61.15,-45.43
300.0,8790,-48.9,-69.9,7,0.01,185,65,316.3,316.4,316.3,2016,12,01,00Z,4270,61.15,-45.43
288.0,9056,-49.8,-72.4,5,0.01,190,71,318.8,318.8,318.8,2016,12,01,00Z,4270,61.15,-45.43
278.0,9287,-50.5,-74.5,4,0.01,195,64,321.0,321.0,321.0,2016,12,01,00Z,4270,61.15,-45.43
250.0,9980,-48.5,-80.5,1,0.00,195,53,333.8,333.8,333.8,2016,12,01,00Z,4270,61.15,-45.43
232.0,10473,-48.5,-80.5,1,0.00,197,47,341.0,341.1,341.0,2016,12,01,00Z,4270,61.15,-45.43
214.0,11005,-48.9,-81.5,1,0.00,200,40,348.3,348.3,348.3,2016,12,01,00Z,4270,61.15,-45.43
200.0,11450,-49.3,-82.3,1,0.00,200,40,354.5,354.6,354.5,2016,12,01,00Z,4270,61.15,-45.43
171.0,12474,-49.2,-82.7,1,0.00,215,32,370.9,371.0,370.9,2016,12,01,00Z,4270,61.15,-45.43
156.0,13074,-49.1,-83.0,1,0.00,200,24,380.9,380.9,380.9,2016,12,01,00Z,4270,61.15,-45.43
150.0,13330,-49.1,-83.1,1,0.00,210,33,385.2,385.3,385.2,2016,12,01,00Z,4270,61.15,-45.43
145.0,13553,-48.7,-83.7,1,0.00,213,30,389.7,389.7,389.7,2016,12,01,00Z,4270,61.15,-45.43
133.0,14112,-50.2,-84.3,1,0.00,220,21,396.7,396.7,396.7,2016,12,01,00Z,4270,61.15,-45.43
130.0,14260,-50.6,-84.5,1,0.00,200,25,398.6,398.6,398.6,2016,12,01,00Z,4270,61.15,-45.43
123.0,14619,-51.6,-84.8,1,0.00,215,28,403.1,403.1,403.1,2016,12,01,00Z,4270,61.15,-45.43
111.0,15284,-53.5,-85.6,1,0.00,200,22,411.7,411.7,411.7,2016,12,01,00Z,4270,61.15,-45.43
100.0,15960,-55.3,-86.3,1,0.00,210,21,420.6,420.6,420.6,2016,12,01,00Z,4270,61.15,-45.43
99.0,16024,-55.7,-86.7,1,0.00,210,22,421.0,421.1,421.0,2016,12,01,00Z,4270,61.15,-45.43
92.0,16493,-54.9,-86.7,1,0.00,205,23,431.5,431.5,431.5,2016,12,01,00Z,4270,61.15,-45.43
90.1,16627,-54.7,-86.7,1,0.00,209,22,434.5,434.5,434.5,2016,12,01,00Z,4270,61.15,-45.43
85.0,16998,-55.9,-87.2,1,0.00,220,20,439.4,439.4,439.4,2016,12,01,00Z,4270,61.15,-45.43
83.0,17149,-56.4,-87.4,1,0.00,200,18,441.4,441.4,441.4,2016,12,01,00Z,4270,61.15,-45.43
77.0,17627,-57.9,-88.0,1,0.00,235,18,447.7,447.7,447.7,2016,12,01,00Z,4270,61.15,-45.43
76.4,17676,-58.1,-88.1,1,0.00,235,16,448.4,448.4,448.4,2016,12,01,00Z,4270,61.15,-45.43
75.0,17793,-57.9,-88.1,1,0.00,235,12,451.2,451.2,451.2,2016,12,01,00Z,4270,61.15,-45.43
72.0,18052,-57.4,-88.1,1,0.00,175,10,457.5,457.5,457.5,2016,12,01,00Z,4270,61.15,-45.43
70.0,18230,-57.1,-88.1,1,0.00,190,13,461.9,461.9,461.9,2016,12,01,00Z,4270,61.15,-45.43
66.9,18516,-55.5,-87.5,1,0.00,294,5,471.4,471.4,471.4,2016,12,01,00Z,4270,61.15,-45.43
65.0,18698,-55.8,-87.6,1,0.00,0,0,474.6,474.7,474.6,2016,12,01,00Z,4270,61.15,-45.43
60.0,19202,-56.5,-87.8,1,0.00,320,11,483.9,483.9,483.9,2016,12,01,00Z,4270,61.15,-45.43
50.0,20350,-58.3,-88.3,1,0.00,80,5,505.7,505.7,505.7,2016,12,01,00Z,4270,61.15,-45.43
46.0,20868,-59.1,-88.8,1,0.00,55,10,515.8,515.8,515.8,2016,12,01,00Z,4270,61.15,-45.43
43.0,21287,-59.8,-89.2,1,0.00,60,10,524.2,524.2,524.2,2016,12,01,00Z,4270,61.15,-45.43
39.0,21893,-60.8,-89.7,1,0.00,25,18,536.5,536.5,536.5,2016,12,01,00Z,4270,61.15,-45.43
37.0,22220,-61.4,-90.0,1,0.00,50,17,543.2,543.3,543.2,2016,12,01,00Z,4270,61.15,-45.43
35.0,22565,-61.9,-90.3,1,0.00,55,25,550.5,550.5,550.5,2016,12,01,00Z,4270,61.15,-45.43
33.0,22931,-62.5,-90.7,1,0.00,40,16,558.2,558.2,558.2,2016,12,01,00Z,4270,61.15,-45.43
32.0,23122,-62.8,-90.9,1,0.00,35,18,562.3,562.3,562.3,2016,12,01,00Z,4270,61.15,-45.43
31.8,23161,-62.9,-90.9,1,0.00,35,19,563.1,563.2,563.1,2016,12,01,00Z,4270,61.15,-45.43
30.2,23479,-61.3,-90.3,1,0.00,35,25,575.9,575.9,575.9,2016,12,01,00Z,4270,61.15,-45.43
30.0,23520,-61.5,-90.5,1,0.00,35,26,576.4,576.4,576.4,2016,12,01,00Z,4270,61.15,-45.43
29.0,23728,-62.0,-90.6,1,0.00,55,34,580.8,580.8,580.8,2016,12,01,00Z,4270,61.15,-45.43
26.0,24399,-63.4,-91.0,1,0.00,40,36,595.0,595.1,595.0,2016,12,01,00Z,4270,61.15,-45.43
24.0,24890,-64.5,-91.3,1,0.00,40,46,605.7,605.8,605.7,2016,12,01,00Z,4270,61.15,-45.43
20.0,26010,-66.9,-91.9,2,0.00,35,39,630.7,630.7,630.7,2016,12,01,00Z,4270,61.15,-45.43
18.0,26633,-68.1,-92.5,2,0.00,30,48,646.2,646.3,646.2,2016,12,01,00Z,4270,61.15,-45.43
15.0,27712,-70.1,-93.5,2,0.00,50,46,674.0,674.0,674.0,2016,12,01,00Z,4270,61.15,-45.43
14.0,28120,-70.9,-93.9,2,0.00,25,50,684.8,684.8,684.8,2016,12,01,00Z,4270,61.15,-45.43
12.0,29032,-72.7,-94.7,2,0.00,25,59,709.5,709.5,709.5,2016,12,01,00Z,4270,61.15,-45.43
11.0,29546,-73.6,-95.2,3,0.00,25,63,723.8,723.8,723.8,2016,12,01,00Z,4270,61.15,-45.43
10.5,29821,-74.2,-95.4,3,0.00,25,63,731.5,731.6,731.5,2016,12,01,00Z,4270,61.15,-45.43
10.0,30110,-74.7,-95.7,3,0.00,25,57,739.7,739.8,739.7,2016,12,01,00Z,4270,61.15,-45.43
9.2,30592,-76.5,-96.5,3,0.00,,,750.7,750.8,750.7,2016,12,01,00Z,4270,61.15,-45.43
9.0,30719,-76.5,-96.5,3,0.00,,,755.4,755.5,755.4,2016,12,01,00Z,4270,61.15,-45.43
1009.0,5,-4.3,-7.1,81,2.23,0,0,268.2,274.3,268.5,2016,12,01,12Z,4270,61.15,-45.43
1000.0,77,-3.7,-6.4,82,2.38,0,1,269.4,276.0,269.8,2016,12,01,12Z,4270,61.15,-45.43
987.0,180,-3.5,-9.5,63,1.89,31,6,270.7,276.0,271.0,2016,12,01,12Z,4270,61.15,-45.43
984.0,204,-1.3,-9.3,55,1.93,38,7,273.1,278.6,273.4,2016,12,01,12Z,4270,61.15,-45.43
975.0,278,-1.2,-8.7,57,2.04,60,10,273.9,279.7,274.3,2016,12,01,12Z,4270,61.15,-45.43
965.0,360,-1.1,-8.1,59,2.16,57,13,274.8,281.0,275.2,2016,12,01,12Z,4270,61.15,-45.43
944.0,534,-1.9,-10.0,54,1.91,50,20,275.7,281.2,276.0,2016,12,01,12Z,4270,61.15,-45.43
931.0,645,-2.5,-11.2,51,1.76,60,20,276.3,281.4,276.6,2016,12,01,12Z,4270,61.15,-45.43
925.0,696,-2.7,-11.7,50,1.70,60,19,276.5,281.5,276.8,2016,12,01,12Z,4270,61.15,-45.43
913.0,799,-3.3,-13.3,46,1.51,65,16,277.0,281.4,277.2,2016,12,01,12Z,4270,61.15,-45.43
892.0,982,-4.8,-13.5,51,1.52,75,11,277.3,281.8,277.5,2016,12,01,12Z,4270,61.15,-45.43
850.0,1360,-7.9,-13.9,62,1.54,100,4,277.9,282.4,278.1,2016,12,01,12Z,4270,61.15,-45.43
836.0,1488,-8.9,-14.0,66,1.55,55,3,278.1,282.7,278.4,2016,12,01,12Z,4270,61.15,-45.43
815.0,1685,-10.4,-14.2,73,1.57,345,10,278.6,283.2,278.9,2016,12,01,12Z,4270,61.15,-45.43
805.0,1780,-11.1,-14.3,77,1.58,350,10,278.8,283.5,279.1,2016,12,01,12Z,4270,61.15,-45.43
804.0,1790,-11.2,-14.4,77,1.57,350,10,278.8,283.5,279.1,2016,12,01,12Z,4270,61.15,-45.43
774.0,2077,-13.2,-16.1,79,1.42,325,10,279.7,283.9,279.9,2016,12,01,12Z,4270,61.15,-45.43
700.0,2838,-18.5,-20.6,84,1.07,20,6,282.0,285.2,282.1,2016,12,01,12Z,4270,61.15,-45.43
646.0,3431,-23.3,-24.7,88,0.80,99,4,283.1,285.6,283.2,2016,12,01,12Z,4270,61.15,-45.43
633.0,3579,-23.9,-25.7,85,0.75,119,3,284.0,286.4,284.2,2016,12,01,12Z,4270,61.15,-45.43
612.0,3827,-21.5,-23.9,81,0.91,152,2,289.6,292.5,289.7,2016,12,01,12Z,4270,61.15,-45.43
595.0,4033,-22.6,-25.2,80,0.84,180,1,290.6,293.3,290.8,2016,12,01,12Z,4270,61.15,-45.43
550.0,4607,-25.7,-28.7,76,0.65,149,6,293.5,295.7,293.7,2016,12,01,12Z,4270,61.15,-45.43
517.0,5050,-29.2,-31.5,81,0.53,125,10,294.5,296.4,294.6,2016,12,01,12Z,4270,61.15,-45.43
505.0,5219,-30.5,-32.5,82,0.49,120,15,294.9,296.6,295.0,2016,12,01,12Z,4270,61.15,-45.43
500.0,5290,-31.1,-33.0,83,0.48,130,17,295.1,296.7,295.1,2016,12,01,12Z,4270,61.15,-45.43
479.0,5589,-33.5,-34.9,87,0.41,160,15,295.8,297.2,295.9,2016,12,01,12Z,4270,61.15,-45.43
469.0,5736,-34.6,-35.8,89,0.39,155,14,296.2,297.5,296.2,2016,12,01,12Z,4270,61.15,-45.43
451.0,6008,-36.7,-37.5,93,0.34,175,19,296.8,298.0,296.9,2016,12,01,12Z,4270,61.15,-45.43
432.0,6308,-39.1,-39.4,97,0.29,173,19,297.5,298.5,297.5,2016,12,01,12Z,4270,61.15,-45.43
400.0,6830,-43.7,-45.1,86,0.17,170,19,298.1,298.7,298.1,2016,12,01,12Z,4270,61.15,-45.43
392.0,6965,-44.9,-47.1,78,0.14,170,19,298.3,298.8,298.3,2016,12,01,12Z,4270,61.15,-45.43
388.0,7034,-45.1,-45.7,94,0.17,170,20,298.9,299.5,298.9,2016,12,01,12Z,4270,61.15,-45.43
386.0,7068,-45.1,-47.3,78,0.14,170,20,299.3,299.8,299.4,2016,12,01,12Z,4270,61.15,-45.43
379.0,7190,-45.3,-50.8,53,0.09,170,20,300.7,301.0,300.7,2016,12,01,12Z,4270,61.15,-45.43
370.0,7351,-45.5,-55.5,31,0.06,162,21,302.4,302.7,302.4,2016,12,01,12Z,4270,61.15,-45.43
363.0,7478,-46.0,-58.8,22,0.04,155,21,303.4,303.5,303.4,2016,12,01,12Z,4270,61.15,-45.43
355.0,7626,-46.7,-62.7,14,0.02,157,25,304.4,304.5,304.4,2016,12,01,12Z,4270,61.15,-45.43
329.0,8131,-45.9,-66.9,8,0.01,163,39,312.2,312.3,312.2,2016,12,01,12Z,4270,61.15,-45.43
319.0,8335,-47.0,-63.8,13,0.02,165,45,313.5,313.6,313.5,2016,12,01,12Z,4270,61.15,-45.43
303.0,8675,-48.7,-58.7,30,0.05,173,42,315.7,315.9,315.7,2016,12,01,12Z,4270,61.15,-45.43
300.0,8740,-49.1,-62.1,20,0.03,175,41,316.0,316.2,316.0,2016,12,01,12Z,4270,61.15,-45.43
297.0,8806,-49.1,-66.1,12,0.02,178,41,316.9,317.0,316.9,2016,12,01,12Z,4270,61.15,-45.43
289.0,8986,-49.6,-66.6,12,0.02,185,41,318.7,318.8,318.7,2016,12,01,12Z,4270,61.15,-45.43
278.0,9241,-50.3,-67.3,12,0.02,180,37,321.3,321.3,321.3,2016,12,01,12Z,4270,61.15,-45.43
267.0,9507,-49.8,-69.9,8,0.01,175,33,325.6,325.7,325.7,2016,12,01,12Z,4270,61.15,-45.43
258.0,9733,-49.5,-72.1,5,0.01,190,31,329.4,329.5,329.4,2016,12,01,12Z,4270,61.15,-45.43
253.0,9862,-49.2,-73.3,4,0.01,180,26,331.6,331.6,331.6,2016,12,01,12Z,4270,61.15,-45.43
250.0,9940,-49.1,-74.1,4,0.01,170,27,332.9,333.0,332.9,2016,12,01,12Z,4270,61.15,-45.43
245.0,10073,-48.5,-74.7,3,0.01,160,32,335.7,335.7,335.7,2016,12,01,12Z,4270,61.15,-45.43
241.0,10181,-48.1,-75.1,3,0.01,165,35,337.9,338.0,337.9,2016,12,01,12Z,4270,61.15,-45.43
234.0,10375,-48.0,-76.1,2,0.01,175,39,340.9,340.9,340.9,2016,12,01,12Z,4270,61.15,-45.43
220.0,10782,-47.9,-78.3,2,0.00,195,34,347.2,347.2,347.2,2016,12,01,12Z,4270,61.15,-45.43
211.0,11057,-47.8,-79.8,1,0.00,180,33,351.5,351.5,351.5,2016,12,01,12Z,4270,61.15,-45.43
203.0,11312,-47.7,-81.2,1,0.00,205,35,355.5,355.5,355.5,2016,12,01,12Z,4270,61.15,-45.43
200.0,11410,-47.7,-81.7,1,0.00,200,33,357.1,357.1,357.1,2016,12,01,12Z,4270,61.15,-45.43
176.0,12255,-46.6,-82.4,1,0.00,200,30,372.2,372.2,372.2,2016,12,01,12Z,4270,61.15,-45.43
174.0,12330,-46.5,-82.5,1,0.00,193,29,373.5,373.6,373.5,2016,12,01,12Z,4270,61.15,-45.43
167.0,12601,-46.9,-82.7,1,0.00,170,27,377.2,377.2,377.2,2016,12,01,12Z,4270,61.15,-45.43
156.0,13051,-47.7,-82.9,1,0.00,190,29,383.4,383.4,383.4,2016,12,01,12Z,4270,61.15,-45.43
150.0,13310,-48.1,-83.1,1,0.00,190,23,387.0,387.0,387.0,2016,12,01,12Z,4270,61.15,-45.43
145.0,13532,-48.8,-83.5,1,0.00,180,27,389.6,389.6,389.6,2016,12,01,12Z,4270,61.15,-45.43
138.0,13857,-49.8,-84.1,1,0.00,205,23,393.4,393.4,393.4,2016,12,01,12Z,4270,61.15,-45.43
133.0,14099,-50.5,-84.5,1,0.00,195,22,396.2,396.2,396.2,2016,12,01,12Z,4270,61.15,-45.43
124.0,14554,-51.1,-84.8,1,0.00,190,22,403.2,403.2,403.2,2016,12,01,12Z,4270,61.15,-45.43
114.0,15100,-51.8,-85.3,1,0.00,205,22,411.7,411.7,411.7,2016,12,01,12Z,4270,61.15,-45.43
110.0,15331,-52.1,-85.4,1,0.00,180,20,415.3,415.3,415.3,2016,12,01,12Z,4270,61.15,-45.43
105.0,15633,-52.5,-85.7,1,0.00,210,14,420.1,420.1,420.1,2016,12,01,12Z,4270,61.15,-45.43
103.0,15758,-52.6,-85.8,1,0.00,210,13,422.1,422.1,422.1,2016,12,01,12Z,4270,61.15,-45.43
100.0,15950,-52.9,-85.9,1,0.00,190,16,425.2,425.2,425.2,2016,12,01,12Z,4270,61.15,-45.43
96.0,16213,-54.0,-86.3,1,0.00,205,14,428.1,428.1,428.1,2016,12,01,12Z,4270,61.15,-45.43
94.3,16328,-54.5,-86.5,1,0.00,188,9,429.3,429.3,429.3,2016,12,01,12Z,4270,61.15,-45.43
94.0,16348,-54.5,-86.5,1,0.00,185,8,429.6,429.6,429.6,2016,12,01,12Z,4270,61.15,-45.43
84.0,17066,-55.3,-87.3,1,0.00,170,18,442.1,442.1,442.1,2016,12,01,12Z,4270,61.15,-45.43
81.0,17298,-55.5,-87.5,1,0.00,190,22,446.2,446.3,446.2,2016,12,01,12Z,4270,61.15,-45.43
76.0,17705,-56.0,-88.0,1,0.00,250,12,453.6,453.6,453.6,2016,12,01,12Z,4270,61.15,-45.43
74.0,17875,-56.1,-88.1,1,0.00,220,2,456.6,456.7,456.6,2016,12,01,12Z,4270,61.15,-45.43
70.0,18230,-56.5,-88.5,1,0.00,160,2,463.2,463.2,463.2,2016,12,01,12Z,4270,61.15,-45.43
68.0,18413,-56.6,-88.5,1,0.00,110,10,466.9,466.9,466.9,2016,12,01,12Z,4270,61.15,-45.43
67.0,18506,-56.6,-88.5,1,0.00,135,13,468.8,468.8,468.8,2016,12,01,12Z,4270,61.15,-45.43
65.0,18697,-56.7,-88.5,1,0.00,175,10,472.7,472.7,472.7,2016,12,01,12Z,4270,61.15,-45.43
60.0,19201,-56.9,-88.4,1,0.00,0,0,483.2,483.2,483.2,2016,12,01,12Z,4270,61.15,-45.43
57.0,19524,-57.0,-88.4,1,0.00,90,10,490.1,490.1,490.1,2016,12,01,12Z,4270,61.15,-45.43
55.0,19749,-57.1,-88.4,1,0.00,125,15,494.9,494.9,494.9,2016,12,01,12Z,4270,61.15,-45.43
53.0,19983,-57.2,-88.3,1,0.00,145,10,499.9,500.0,499.9,2016,12,01,12Z,4270,61.15,-45.43
50.0,20350,-57.3,-88.3,1,0.00,120,5,508.0,508.0,508.0,2016,12,01,12Z,4270,61.15,-45.43
46.0,20873,-58.3,-88.8,1,0.00,55,10,517.8,517.9,517.8,2016,12,01,12Z,4270,61.15,-45.43
44.0,21152,-58.9,-89.1,1,0.00,45,13,523.1,523.1,523.1,2016,12,01,12Z,4270,61.15,-45.43
43.0,21297,-59.1,-89.2,1,0.00,55,14,525.9,525.9,525.9,2016,12,01,12Z,4270,61.15,-45.43
42.4,21385,-59.3,-89.3,1,0.00,51,15,527.6,527.6,527.6,2016,12,01,12Z,4270,61.15,-45.43
40.0,21750,-58.3,-89.0,1,0.00,35,20,539.0,539.0,539.0,2016,12,01,12Z,4270,61.15,-45.43
39.1,21893,-57.9,-88.9,1,0.00,46,23,543.5,543.5,543.5,2016,12,01,12Z,4270,61.15,-45.43
38.0,22071,-58.1,-89.0,1,0.00,60,27,547.3,547.4,547.3,2016,12,01,12Z,4270,61.15,-45.43
35.0,22586,-58.8,-89.4,1,0.00,35,17,558.5,558.6,558.5,2016,12,01,12Z,4270,61.15,-45.43
33.0,22954,-59.3,-89.7,1,0.00,35,33,566.7,566.8,566.7,2016,12,01,12Z,4270,61.15,-45.43
31.0,23345,-59.8,-90.0,1,0.00,30,21,575.5,575.6,575.5,2016,12,01,12Z,4270,61.15,-45.43
30.0,23550,-60.1,-90.1,1,0.00,35,21,580.2,580.2,580.2,2016,12,01,12Z,4270,61.15,-45.43
29.0,23760,-60.8,-90.2,1,0.00,45,24,584.1,584.1,584.1,2016,12,01,12Z,4270,61.15,-45.43
26.0,24438,-62.9,-90.6,1,0.00,35,33,596.6,596.6,596.6,2016,12,01,12Z,4270,61.15,-45.43
24.9,24706,-63.7,-90.7,1,0.00,43,33,601.6,601.6,601.6,2016,12,01,12Z,4270,61.15,-45.43
24.0,24932,-63.9,-90.9,1,0.00,50,33,607.3,607.3,607.3,2016,12,01,12Z,4270,61.15,-45.43
21.0,25751,-64.8,-91.8,1,0.00,30,31,628.3,628.4,628.3,2016,12,01,12Z,4270,61.15,-45.43
20.0,26050,-65.1,-92.1,1,0.00,40,36,636.2,636.2,636.2,2016,12,01,12Z,4270,61.15,-45.43
18.0,26689,-65.4,-92.4,1,0.00,25,39,654.6,654.7,654.6,2016,12,01,12Z,4270,61.15,-45.43
17.5,26860,-65.5,-92.5,1,0.00,30,42,659.7,659.7,659.7,2016,12,01,12Z,4270,61.15,-45.43
16.0,27393,-66.7,-92.9,1,0.00,45,50,672.8,672.9,672.8,2016,12,01,12Z,4270,61.15,-45.43
14.0,28188,-68.5,-93.5,2,0.00,40,44,692.8,692.9,692.8,2016,12,01,12Z,4270,61.15,-45.43
12.0,29105,-70.6,-94.2,2,0.00,35,69,716.6,716.7,716.6,2016,12,01,12Z,4270,61.15,-45.43
10.0,30190,-73.1,-95.1,2,0.00,35,62,745.7,745.8,745.7,2016,12,01,12Z,4270,61.15,-45.43
8.0,31485,-76.0,-96.4,3,0.00,20,61,783.2,783.2,783.2,2016,12,01,12Z,4270,61.15,-45.43
7.6,31783,-76.7,-96.7,3,0.00,22,61,792.0,792.1,792.0,2016,12,01,12Z,4270,61.15,-45.43
7.0,32257,-76.2,-96.5,3,0.00,25,60,813.0,813.1,813.0,2016,12,01,12Z,4270,61.15,-45.43
6.0,33147,-75.2,-96.1,3,0.01,25,76,853.8,853.9,853.8,2016,12,01,12Z,4270,61.15,-45.43
5.9,33244,-75.1,-96.1,3,0.01,,,858.4,858.5,858.4,2016,12,01,12Z,4270,61.15,-45.43
1009.0,5,-5.9,-8.6,81,1.99,20,4,266.6,272.1,266.9,2016,12,02,00Z,4270,61.15,-45.43
1007.0,20,-4.3,-7.9,76,2.10,20,4,268.3,274.2,268.7,2016,12,02,00Z,4270,61.15,-45.43
1000.0,72,-4.5,-8.6,73,2.01,20,5,268.6,274.2,269.0,2016,12,02,00Z,4270,61.15,-45.43
975.0,272,-1.9,-10.9,50,1.72,78,5,273.2,278.1,273.5,2016,12,02,00Z,4270,61.15,-45.43
954.0,445,-2.5,-11.5,50,1.67,129,5,274.3,279.1,274.6,2016,12,02,00Z,4270,61.15,-45.43
925.0,688,-4.5,-11.5,58,1.72,200,5,274.7,279.7,275.0,2016,12,02,00Z,4270,61.15,-45.43
850.0,1348,-8.9,-13.9,67,1.54,260,4,276.8,281.4,277.1,2016,12,02,00Z,4270,61.15,-45.43
730.0,2503,-17.7,-18.5,93,1.22,250,10,279.5,283.2,279.7,2016,12,02,00Z,4270,61.15,-45.43
707.0,2746,-19.5,-19.5,100,1.16,258,12,280.1,283.6,280.3,2016,12,02,00Z,4270,61.15,-45.43
700.0,2820,-20.1,-20.2,99,1.10,260,12,280.2,283.6,280.4,2016,12,02,00Z,4270,61.15,-45.43
670.0,3143,-22.8,-23.2,96,0.88,265,12,280.7,283.4,280.9,2016,12,02,00Z,4270,61.15,-45.43
660.0,3254,-23.7,-24.3,95,0.82,259,14,280.9,283.4,281.0,2016,12,02,00Z,4270,61.15,-45.43
652.0,3343,-23.9,-28.4,66,0.57,255,15,281.7,283.5,281.8,2016,12,02,00Z,4270,61.15,-45.43
649.0,3377,-23.9,-29.9,58,0.50,257,15,282.0,283.6,282.1,2016,12,02,00Z,4270,61.15,-45.43
637.0,3513,-23.3,-34.3,36,0.33,264,13,284.2,285.3,284.3,2016,12,02,00Z,4270,61.15,-45.43
632.0,3571,-23.7,-42.7,16,0.14,267,12,284.4,284.9,284.4,2016,12,02,00Z,4270,61.15,-45.43
628.0,3617,-23.8,-40.0,21,0.19,270,11,284.8,285.4,284.8,2016,12,02,00Z,4270,61.15,-45.43
621.0,3699,-24.1,-35.1,36,0.31,266,10,285.4,286.4,285.4,2016,12,02,00Z,4270,61.15,-45.43
591.0,4060,-24.7,-44.7,14,0.12,250,8,288.7,289.2,288.8,2016,12,02,00Z,4270,61.15,-45.43
584.0,4147,-25.1,-33.1,47,0.41,246,7,289.2,290.6,289.3,2016,12,02,00Z,4270,61.15,-45.43
582.0,4172,-25.2,-32.6,50,0.43,245,7,289.4,290.8,289.5,2016,12,02,00Z,4270,61.15,-45.43
577.0,4235,-25.5,-31.5,57,0.48,243,8,289.8,291.4,289.9,2016,12,02,00Z,4270,61.15,-45.43
569.0,4336,-25.9,-30.9,63,0.51,240,9,290.5,292.2,290.6,2016,12,02,00Z,4270,61.15,-45.43
542.0,4686,-28.5,-31.9,72,0.49,230,12,291.4,293.1,291.5,2016,12,02,00Z,4270,61.15,-45.43
540.0,4713,-28.7,-32.0,73,0.49,228,13,291.5,293.1,291.6,2016,12,02,00Z,4270,61.15,-45.43
530.0,4846,-29.7,-33.5,70,0.43,215,20,291.9,293.3,291.9,2016,12,02,00Z,4270,61.15,-45.43
503.0,5218,-32.5,-37.5,61,0.30,197,13,292.9,293.9,292.9,2016,12,02,00Z,4270,61.15,-45.43
500.0,5260,-32.7,-36.9,66,0.32,195,12,293.1,294.2,293.2,2016,12,02,00Z,4270,61.15,-45.43
478.0,5574,-35.5,-37.2,84,0.33,166,11,293.4,294.6,293.5,2016,12,02,00Z,4270,61.15,-45.43
474.0,5632,-35.8,-38.2,78,0.30,160,11,293.7,294.8,293.8,2016,12,02,00Z,4270,61.15,-45.43
464.0,5780,-36.7,-40.9,65,0.23,164,11,294.5,295.3,294.5,2016,12,02,00Z,4270,61.15,-45.43
450.0,5990,-38.1,-40.0,82,0.26,170,10,295.3,296.2,295.3,2016,12,02,00Z,4270,61.15,-45.43
446.0,6052,-38.5,-39.8,87,0.27,168,10,295.5,296.5,295.6,2016,12,02,00Z,4270,61.15,-45.43
434.0,6238,-39.1,-49.1,34,0.10,161,10,297.1,297.5,297.1,2016,12,02,00Z,4270,61.15,-45.43
416.0,6525,-41.6,-49.0,44,0.11,150,10,297.5,297.9,297.5,2016,12,02,00Z,4270,61.15,-45.43
400.0,6790,-43.9,-48.9,57,0.11,155,9,297.9,298.3,297.9,2016,12,02,00Z,4270,61.15,-45.43
398.0,6824,-44.3,-49.1,59,0.11,155,9,297.8,298.2,297.8,2016,12,02,00Z,4270,61.15,-45.43
390.0,6959,-45.4,-50.4,57,0.10,155,8,298.0,298.4,298.1,2016,12,02,00Z,4270,61.15,-45.43
